,name,calories,carbohydrate,total_fat,protein,cluster,name_encoded
6070,Chicken-Pineapple-Stir--Fry,179.7,12.4,6.6,17.6,1,7
6071,Minestrone-Verde,131.7,24.6,0.7,8.0,1,384
6072,Chili-Cheese-Stuffed-Tomatoes,171.7,8.1,12.2,9.0,1,64
6073,Overnight-Butter-Rolls,129.5,18.2,5.0,2.8,1,763
6074,Skinny-Dip,169.5,31.5,1.8,7.5,1,769
6075,Sun-Dried-Tomato-Muffins,198.9,22.8,9.4,7.8,1,229
6076,Couscous-With-Eggplant--Aubergine-,228.2,36.0,6.6,5.9,1,215
6077,Spinach-Artichoke-Dip,198.0,14.3,14.0,7.9,1,41
6078,Mushroom-Lemon-Risotto,131.0,14.5,6.0,3.5,1,60
6079,Chickpea-Daal--Indian-,136.8,22.0,4.2,4.0,1,304
6080,Molasses-Raisin-Cookies,109.0,19.6,2.9,1.5,1,508
6081,Fresh-Broccoli-Salad,155.9,17.5,8.0,6.5,1,125
6082,Walnut-Garlic-Pesto,146.4,2.1,15.3,2.1,1,151
6083,Low-Fat-Chicken-Corn-Chowder,163.9,27.2,1.2,12.9,1,51
6084,Passover-Baklava,235.5,29.7,12.5,3.2,1,1023
6085,Shrimp-Bubbles,100.8,4.5,8.1,2.7,1,225
6086,Gramma-s-Anadama-Bread,187.8,37.8,2.1,4.1,1,3515
6087,Broccoli-Raisin-Craisin-Salad,197.4,23.8,10.3,6.0,1,40
6088,Vegetable-Tortellini-Salad,153.9,8.1,13.8,1.2,1,31
6089,Cornbread-Cabbage-Casserole,101.8,7.1,6.7,4.0,1,203
6090,Orange-Cider,113.2,26.6,0.5,1.4,1,34
6091,Perogies-With-3-Different-Fillings,100.9,14.0,3.6,3.1,1,1940
6092,Super-Hors-D-oeuvres,103.4,10.2,5.6,3.3,1,335
6093,Tomatillo-Salsa-Verde,112.8,22.8,2.6,3.6,1,722
6094,Costa-Rican-Marinated-Mango,112.5,29.4,0.5,0.9,1,1975
6095,Spinach-salad-with-warm-spicy-citrus-dressing,205.7,17.6,14.8,6.5,1,41
6096,Crock-Pot-Roasted-Garlic,102.7,19.8,1.8,3.8,1,160
6097,Green-Onion---Dill-Stuffed-Mushrooms,172.6,12.4,12.5,4.8,1,44
6098,Foil-Wrapped-Chicken,145.7,5.7,13.8,1.0,1,774
6099,Berryful-Tapioca,125.5,31.6,0.5,1.0,1,3517
6100,Salsa-Romana,160.5,8.7,14.0,2.2,1,69
6101,Stir-Fried-Asparagus,149.6,9.3,11.8,5.2,1,135
6102,Twice-Baked-Ranch-Potatoes,199.0,21.1,10.2,6.3,1,359
6103,Ginger-Nectarine-Muffins,201.0,35.2,5.1,4.1,1,98
6104,Broccoli-Casserole,147.0,17.0,7.0,6.4,1,40
6105,Oat-Almond-Pie-Crust,103.8,13.5,4.7,3.0,1,181
6106,-quot--Dipstir-quot--Crock-Pot-Dip,157.7,2.3,12.4,8.8,1,152
6107,Honey-Lemon-Muffins,151.1,25.8,3.5,5.3,1,97
6108,Coconut-and-Raspberry-Slice,174.8,19.8,10.1,1.6,1,71
6109,Easy-Homestyle-Low-fat-Chicken-and-Noodles,175.3,32.5,2.0,6.5,1,24
6110,Old-Fashioned-Gingerbread,179.9,33.7,4.4,2.0,1,218
6111,Spicy-Chinese-Noodles,245.7,36.9,9.1,7.7,1,52
6112,E-Z-French-Dressing,128.8,8.2,10.9,0.2,1,761
6113,Maypo-Cookies,194.5,20.4,12.0,2.3,1,3520
6114,Freezer-Salsa,100.8,19.8,2.1,3.9,1,1078
6115,Sweet-Potato-Steak-Fries,231.5,26.2,13.6,2.1,1,28
6116,Butterscotch-Peanut-Butter-Cookies,123.7,12.8,7.5,2.2,1,324
6117,Dilled-Winter-Squash,113.4,14.2,6.3,2.3,1,1197
6118,Stuffed-Banana-Peppers,168.6,4.4,12.6,9.4,1,61
6119,Passover-Cookies,216.2,25.5,12.9,3.1,1,1023
6120,Sweet-Onions,117.7,19.2,4.7,0.9,1,28
6121,Garlic-Chicken-Pizza,203.8,7.4,14.3,11.9,1,33
6122,Sprouting-Bean-Burgers,116.3,21.3,2.4,4.1,1,3521
6123,Butterfinger-Cookies,119.3,14.1,6.5,2.4,1,3522
6124,Sister-Mary-s-Zesty-Carrots,160.6,22.9,6.8,3.2,1,1977
6125,Apricot-Carrots,163.2,35.5,3.1,1.1,1,163
6126,Vidalia-Onion-Dip,178.0,7.8,11.3,11.6,1,897
6127,Brown-Sugar-Strawberries,104.1,25.1,0.2,1.7,1,175
6128,Wilted-Spinach-with-Raisins-and-Apples,188.6,16.0,13.2,6.4,1,789
6129,Salmon-Chowder,107.0,23.0,0.5,4.3,1,180
6130,Bubba-Rice,256.4,39.2,9.1,3.8,1,3523
6131,Sun-Dried-Tomato-Herb-Bread,184.4,28.9,6.5,5.3,1,229
6132,Kiwi-Parfait,135.3,17.6,6.8,2.1,1,567
6133,Tarragon-Swiss-Steaks,194.2,11.1,10.8,3.0,1,1338
6134,Moist-Oatmeal-Pumpkin-Muffins,175.0,21.7,8.6,3.7,1,1455
6135,Low-Fat-Creamy-Cheesy-Potato-Casserole,171.8,29.0,1.6,10.7,1,51
6136,Bistro-Garden-Butternut-Squash-Soup,209.9,34.2,7.4,5.7,1,1584
6137,Curried-Chicken-Puffs,113.2,4.5,9.5,2.7,1,155
6138,Peach-Salad,128.9,15.9,7.5,1.6,1,114
6139,Poultry-Seasoning-II,195.3,37.3,5.8,7.5,1,660
6140,Maple-Fudge,127.7,25.5,3.2,0.6,1,241
6141,Quick--amp--Easy-Chocolate-Sauce,133.5,15.8,8.2,2.5,1,84
6142,Mom-s-Cauliflower-Salad,172.4,5.0,14.2,7.0,1,169
6143,Soyabean-Dumplings-In-Tomato-Sauce--Very-Nutritious-,141.4,23.2,4.5,4.1,1,3524
6144,Very-Garlicky-Broth,119.6,26.5,0.4,5.1,1,437
6145,Shannon-s-Peach-Raspberry-Fantasy-Smoothie,193.1,49.0,0.3,1.3,1,439
6146,Very-Soft-Rolled-Oat-Cookies,102.4,15.0,4.3,1.4,1,437
6147,Apricot-Curry-Sauce,104.9,26.9,0.4,1.6,1,163
6148,Early-June-Peas-with-Bacon,163.1,19.6,6.5,6.6,1,1884
6149,Shannon-s-Strawberry-Trifle,116.8,16.6,1.2,11.2,1,439
6150,Shannon-s-Hominy-Egg-Pita,184.2,33.3,1.7,8.7,1,439
6151,Pasta-Salad-With-Grilled-Vegetables,119.2,20.8,2.4,4.5,1,25
6152,Punched-Potatoes,257.7,38.1,10.3,4.5,1,3525
6153,Amazing-Caesar-Salad,109.2,4.1,10.1,1.7,1,726
6154,Chocolate-Nut-Cranberry-Espresso-Biscotti,108.3,17.4,4.2,1.8,1,6
6155,Funky-Purple-Smoothie,137.8,31.6,0.5,4.4,1,3526
6156,Spiced-Lamb-Triangles,205.2,20.2,10.8,7.7,1,183
6157,Instant-Cookies,167.2,19.1,9.3,1.8,1,1183
6158,Heart-Healthy-Herby-Baked-Spuds,169.5,30.9,2.7,6.1,1,790
6159,Portabella-Mushroom-Pasta,137.2,20.7,3.5,6.1,1,380
6160,Crispy-Digestive-Biscuits,130.3,16.8,6.2,3.1,1,350
6161,Glazed-Fruit-Cocktail-Squares,189.0,32.1,6.0,2.4,1,213
6162,Crock-Pot-Caramelized-Onions,113.0,10.7,7.7,1.3,1,160
6163,Papdi,166.8,21.4,5.2,8.2,1,1795
6164,Papaya--Strawberry---Spinach-Salad,128.6,24.1,3.8,1.4,1,787
6165,Citrus-Ice-Ring-for-Punch,134.4,54.3,1.2,4.4,1,256
6166,-Neezy-Peazy-Lunch,195.5,35.9,4.7,9.4,1,3528
6167,Baked-MEATBALLS-in-the-Wings,202.0,16.4,8.3,14.6,1,23
6168,Resurrection-Rolls,242.5,28.8,13.3,2.9,1,3530
6169,Mango-Salad,110.9,27.6,0.7,1.6,1,185
6170,Shannon-s-Mint-Pattie-Ice-Cream,118.6,22.8,0.6,5.3,1,439
6171,Holiday-Caffe-,197.1,25.3,10.0,2.2,1,310
6172,Golden-Smoothie,172.1,27.6,3.3,8.0,1,300
6173,Red-Cabbage-Coleslaw-with-Broccoli-and-Red-Pepper,145.7,18.5,7.7,3.5,1,48
6174,Shannon-s-Good-for-You-Nachos,114.5,20.2,0.8,7.8,1,439
6175,Melba-Toast,133.0,25.3,1.6,3.8,1,1112
6176,Crunchy-Tuna-Salad-in-Pepper-Cups,153.4,11.0,5.8,15.6,1,248
6177,Cafe-Au-Lait-Cheesecake,152.6,24.6,1.7,8.9,1,715
6178,Savory-Downeast-Cod-Steaks,173.3,17.8,8.9,5.5,1,451
6179,A-M--Cobbler,228.4,36.4,7.7,5.5,1,55
6180,Purple-Cow,104.2,17.7,2.4,2.8,1,1310
6181,Five-Minute-Fudge,188.8,31.8,7.0,0.9,1,499
6182,Tuna-Pasta-Salad,244.5,37.9,7.4,6.1,1,80
6183,Pecan-Balls,206.5,16.1,14.8,2.5,1,99
6184,Chocolate-Chip-Coconut-Cheesecake-Bars,219.5,26.2,11.8,2.9,1,6
6185,Black-and-Whites,150.9,20.0,7.4,1.9,1,66
6186,Rhubarb-Squares,214.1,32.9,8.3,2.7,1,156
6187,Broccoli-Salad,208.9,31.0,7.8,9.3,1,40
6188,Berry-Blaster-Smoothie,102.4,24.0,0.7,0.4,1,233
6189,Potato-Apple-Torten,174.2,38.0,1.8,3.4,1,11
6190,Walnut-Stuffed-Baby-Red-Potatoes,159.6,30.3,3.0,4.0,1,151
6191,Walnut-and-Raisin-Oatmeal-Cookies,257.4,34.4,12.5,3.3,1,151
6192,Rhubarb-Pie,123.0,28.7,0.7,1.4,1,156
6193,Shredded-Wheat-Bread-by-Marie,234.4,42.8,4.5,5.2,1,1708
6194,Cranberry-Ginger-Relish,184.6,47.0,0.2,0.7,1,72
6195,Celeriac-and-Pear-Soup,149.8,20.7,6.9,2.3,1,1980
6196,Masala-Coffee--Spiced-Coffee-,190.7,27.5,6.7,6.0,1,572
6197,Portabella-Mushroom-Quesadillas,216.1,32.5,5.5,9.4,1,380
6198,Strawberry-Pecan-Rolls,226.1,33.4,8.8,3.7,1,68
6199,Salad-Supreme-Seasoning,190.6,16.4,13.6,7.0,1,1
6200,Potato-Stew,180.5,41.8,0.5,4.8,1,11
6201,Finger-Licking-Vegetables-Mix,147.0,19.7,7.5,2.6,1,1258
6202,Raspberry--amp--Cream-Squares,194.1,27.1,9.6,1.4,1,107
6203,Honey-Wheat-Oatmeal-Bread,173.1,35.2,2.1,4.7,1,97
6204,Mushrooms-in-Sour-Cream-and-Dill,127.7,4.9,10.2,3.6,1,101
6205,Chile--Cheese--Corn--and-Bell-Pepper-Bread,201.2,26.9,7.4,8.5,1,337
6206,Basic-Flaky-Pie-Crust,184.5,17.9,11.7,2.0,1,441
6207,Chocolate-Marshmallow-Drop-Cookies,197.7,21.3,12.1,1.6,1,6
6208,Crunchy--Low-Fat-Summer-Chicken-Salad,104.9,21.9,1.5,2.6,1,248
6209,Orange-Butter--2,104.1,0.6,11.5,0.2,1,34
6210,Jicama-Orange-Salad-with-Chipotle-Vinaigrette,165.9,30.7,5.0,3.9,1,649
6211,Karen-s-Banana-Bread,242.1,38.0,9.0,3.9,1,1205
6212,Chipotle-Salsa,129.4,28.4,1.6,5.1,1,413
6213,Summer-Red-Wine-Sangria,169.3,23.5,0.1,0.4,1,137
6214,Chipotle-Cornbread,208.2,27.8,8.9,5.1,1,413
6215,Chicken-with-Sage-and-Garlic,133.1,7.1,8.1,7.9,1,7
6216,Hearty-Cabbage---Beef-Soup,126.3,11.1,4.4,11.0,1,237
6217,Terri-s-Bloody-Mary,139.9,8.9,0.2,1.2,1,3537
6218,Chuck-Roast-Barbecue,136.9,5.1,9.0,8.7,1,3538
6219,Green-Beans-in-Tomato-Salsa,134.3,23.9,3.9,5.7,1,44
6220,Shannon-s-Chicken-Feta-Spinach-Tomato-Wraps,137.8,10.9,1.8,19.6,1,439
6221,Chicken-Rice-Pilaf,206.5,30.0,7.9,3.2,1,7
6222,Egg-Free-Spinach-Pie--That-Actually-Holds-,210.3,14.8,14.0,8.6,1,404
6223,Two-Tone-Baked-Potatoes,198.5,32.7,5.4,5.6,1,314
6224,Louisiana-Orange-Blossoms,147.8,4.8,0.1,0.3,1,1280
6225,Western-Bacon-Nut-Salad,174.7,8.5,14.0,4.9,1,3542
6226,Carrot-Salad,214.2,22.8,13.8,2.5,1,81
6227,Cauliflower---Broccoli-Salad,114.1,11.0,7.2,4.0,1,140
6228,Eggnog-Shortbread,144.6,11.5,10.4,1.6,1,697
6229,Apple-Pecan-Baked-Pancake,233.9,25.4,14.7,2.2,1,20
6230,Baked-Bananas,187.3,30.7,7.9,1.2,1,23
6231,Pepperoni-Bread,106.8,0.4,8.6,6.6,1,532
6232,Tofu-Coriander-Balls,182.9,33.6,2.5,8.3,1,141
6233,The-Best-Tasting-Grilled-Pizza,222.7,37.1,5.5,5.8,1,50
6234,Dog-biscuits,141.6,19.8,7.1,4.2,1,558
6235,Uncle-Bill-s-Oatmeal-Cookies,188.1,19.8,11.5,2.1,1,546
6236,French-Bread-Appetizers,214.8,36.6,3.7,8.8,1,124
6237,Chicken-and-Pineapple,126.8,17.2,3.0,8.5,1,7
6238,Tuscan-Bean-Soup,126.3,17.1,2.2,10.6,1,1199
6239,Banana-Muffins,164.9,26.8,5.6,2.4,1,38
6240,Shrimp-and-Pea-Wiggle,166.6,11.2,11.8,4.5,1,225
6241,Pigs-in-a-blanket,156.6,5.8,12.1,6.2,1,1464
6242,Champagne-Cabbage,217.6,33.5,6.2,3.8,1,538
6243,Cameline-Sauce,206.6,33.3,1.5,3.6,1,3545
6244,Raspberry-Hot-Chocolate,131.0,13.7,0.1,0.0,1,107
6245,Honeyed-Carrots-and-Zucchini-Julienne,114.0,22.1,3.2,1.8,1,1722
6246,Date-Filled-Refrigerator-Cookies,131.7,26.2,2.8,1.5,1,204
6247,Bailey-s-Irish-Cream,117.5,9.1,6.3,2.1,1,983
6248,Cranberry-Bread,161.2,25.0,5.9,3.2,1,72
6249,Rich--Fudgy-Vegan-Brownies,270.3,46.4,8.9,3.1,1,354
6250,Sweet-Potatoes-with-Mushrooms--Onion--and-Thyme,147.1,19.2,7.1,3.6,1,28
6251,Diabetic-Blueberry-Muffins,165.6,34.5,1.3,4.5,1,442
6252,Chocolate-Bars-With-Marshmallow,194.7,23.4,10.7,3.4,1,6
6253,Torremolinos-Soup,146.7,19.8,2.8,8.1,1,3547
6254,Mouton-au-Guinness,312.9,38.3,0.3,4.4,1,3548
6255,Pasta-Portabella,231.1,23.2,8.2,11.9,1,25
6256,Warm-Couscous-Salad,213.9,35.4,4.2,7.7,1,247
6257,Curried-Carrots-Amandine,177.3,28.5,6.7,2.6,1,155
6258,Moroccan-Tomato-and-Capsicum-Salad,120.6,10.0,9.2,1.9,1,461
6259,Basmati-Sun-Dried-Tomato-Rice-Pilaf,194.7,29.4,5.6,6.8,1,907
6260,Baked-Corn-and-Tomatoes,209.3,38.2,5.4,6.1,1,23
6261,Chayote-Squash-Salad--Salada-de-Chuchu-,196.8,17.1,14.0,3.2,1,1776
6262,Delicious-Little-Meat-Pies-in-a-Cream-Cheese-Biscuit,130.3,6.1,10.0,4.2,1,272
6263,Cocktail-Reubens,235.0,37.4,5.8,8.6,1,266
6264,Creamy-Microwave-Rice-Pudding,171.1,33.7,2.9,3.4,1,59
6265,Quick-and-Easy-Seasoned-Black-Beans,166.2,28.2,2.3,9.7,1,84
6266,Anzac-Biscuits,128.2,16.8,6.6,1.3,1,1316
6267,-What-th---------Chocolate-Slice,182.5,24.0,9.3,2.8,1,1925
6268,Taffy-Apple-Salad,183.7,34.9,5.4,1.3,1,1984
6269,Broccoli-With-Orange--amp--Yogurt,112.9,10.6,7.0,3.4,1,40
6270,Fantastic-Apricot-Muffins,268.6,40.9,10.9,3.6,1,1383
6271,Trinidad-Stew-Chicken,112.1,13.4,6.8,0.0,1,1985
6272,Cheese-bites,200.4,12.3,13.0,8.5,1,14
6273,Tomato-Beer-Cooler,163.6,15.2,0.0,2.1,1,26
6274,Super-Fine-Breakfast-Smoothie,162.9,33.1,2.2,5.0,1,335
6275,Benihana-Magic-Mustard-Sauce,123.8,6.8,7.8,8.4,1,3552
6276,North-African-Lentil-Soup,116.0,21.3,1.9,5.3,1,904
6277,Creamy-Dill-Dressing,184.1,7.0,15.0,6.5,1,59
6278,Spinach--Avocado--amp--Cheese-Quesadillas,207.5,21.9,8.6,12.8,1,41
6279,Bizarre-but-Tasty-Tofu-Tomato-Sandwich--And-Good-for-You-Too--,135.5,17.2,4.9,8.2,1,1304
6280,Hot-Chicken-Dip,173.6,4.9,14.0,7.5,1,43
6281,Banana-Health-Loaf,108.5,15.1,5.2,2.0,1,38
6282,No-More-Vampires-Chickpea-Salad,188.8,27.4,6.4,6.1,1,111
6283,Amaretto-Dip,119.3,4.5,8.8,1.7,1,521
6284,Pumpkin-Bran-Muffins,177.3,40.8,0.8,3.4,1,56
6285,Spanish-Vegetables,111.6,18.0,4.3,3.7,1,277
6286,Mandarin-Salad,179.9,20.5,11.1,3.1,1,338
6287,Sugared-Asparagus,157.5,15.8,9.2,6.3,1,1987
6288,Peanut-Butter-Banana-Breakfast-Smoothie,187.4,34.9,3.4,7.5,1,36
6289,Quick-Spaghetti,188.1,13.6,9.8,13.2,1,84
6290,Chinese-Chicken-Pizza,109.7,8.7,4.0,10.2,1,214
6291,Horsey-Cheese,116.4,3.0,5.1,14.1,1,3554
6292,Perfect-Banana-Bread,212.5,30.8,8.7,3.7,1,464
6293,Stuffed-Baked-Potatoes,139.8,15.5,8.0,2.1,1,61
6294,Toffee-Coffee-Cookies,227.1,30.6,11.4,3.0,1,264
6295,Peas-and-Zucchini,174.2,13.3,11.9,5.0,1,171
6296,Chicken-Enchilada-Ring,161.1,18.6,7.5,5.4,1,7
6297,Pork-Spareribs-in-Plum-Sauce,150.7,35.2,0.8,1.4,1,128
6298,Apple-Betty,243.0,41.7,7.3,3.8,1,20
6299,Easy-green-bean-casserole,142.3,25.1,2.9,6.4,1,24
6300,BBQ-Baked-Pineapple,106.7,18.9,4.0,0.5,1,210
6301,Fresh--n--Tasty-Macaroni-Salad,184.5,38.3,1.3,8.0,1,125
6302,Fruity-Summer-Cooler,205.7,23.2,9.6,3.7,1,543
6303,Cheesy-Asparagus-And-Ham,160.3,15.8,8.1,9.0,1,119
6304,Raspberry-Float-Punch,141.9,35.8,0.1,1.2,1,107
6305,Zucchini--Pasta--with-Fresh-Tomato-Sauce,160.6,14.2,11.2,4.3,1,65
6306,-quot-P-quot-anana-Confetti-Circles,146.6,16.6,8.3,4.7,1,152
6307,Tender-Sauteed-Zucchini,118.4,6.3,9.1,4.6,1,1380
6308,Nana-nut-Bread,215.5,29.5,9.4,7.4,1,3557
6309,Mexican-Rice,236.0,24.1,12.2,7.7,1,87
6310,Sausage-and-Bean-Casserole,187.3,42.6,0.5,6.8,1,166
6311,No-Frosting-Needed-Cupcakes,175.2,22.9,8.9,2.6,1,111
6312,Chicken-and-Potato-Saute,196.3,44.3,0.3,5.2,1,7
6313,Sausage-Cheese-Muffins,137.4,11.2,6.3,8.5,1,166
6314,Strawberry-and-Stilton-Salad,240.5,39.5,5.7,8.0,1,68
6315,-quot--Wild-Game--quot--Moose-Sloppy-Joes,102.2,25.1,0.4,0.6,1,152
6316,Lemon-Fruit-Dip,179.6,15.0,12.7,2.3,1,37
6317,Spicy-Chicken-and-Vegetables,141.8,2.6,7.3,16.1,1,52
6318,Potatoes-O-Brien,200.6,33.5,6.5,3.3,1,12
6319,Yogurt-Fruit-Dip,122.5,25.6,0.9,3.6,1,161
6320,Pouch-Potatoes,203.6,45.7,0.7,6.4,1,1909
6321,Easy-Almond-Sticky-Buns,216.5,34.8,6.9,4.4,1,24
6322,Tomato-Shrimp-Bisque,304.8,30.2,7.7,5.5,1,26
6323,Beer-Bread-Mix,199.8,41.9,0.5,5.0,1,222
6324,Easy-Vegetable-Herb-Rice,185.5,39.1,1.4,4.0,1,24
6325,Twice-Baked-Potatoes,236.2,37.9,6.7,7.2,1,359
6326,Spaghetti-with-homemade-pasta-sauce-,114.5,8.1,9.2,1.5,1,118
6327,Dilly-Cheese-Muffins,141.8,14.0,7.3,5.0,1,749
6328,Backpacking-Cobbler,165.3,22.2,8.9,0.2,1,1988
6329,Broccoli-Chicken-Muffins,134.9,14.4,6.8,4.1,1,40
6330,Clam-Diggers,145.0,25.2,0.4,1.3,1,347
6331,Hot-Buttered-Apples,142.6,31.4,3.0,0.5,1,43
6332,Power-Breakfast-Drink,131.7,21.5,3.7,4.1,1,1236
6333,Apple-Lasagna,203.2,28.8,7.9,5.1,1,20
6334,Strawberry-Yogurt-Dip,209.3,33.1,6.2,6.3,1,68
6335,Cabbage--amp--Ham-Casserole,137.9,12.8,5.1,11.2,1,58
6336,Chocolate-Bundt-Cake,192.6,44.8,0.4,2.8,1,6
6337,Turkey-Soup,224.7,23.7,10.0,10.0,1,126
6338,Ortega-s-Mexican-Rice,140.5,25.3,3.2,3.2,1,3561
6339,Now-don-t-go--EEEWWW----before-you-try-this-,116.5,19.5,2.4,3.9,1,1989
6340,Spinach-Casserole,134.1,8.2,3.3,19.0,1,41
6341,Grilled-Marinated-Vegetables,129.0,2.4,13.7,0.2,1,83
6342,Backpacking-Pancakes,117.0,15.3,5.3,2.0,1,1988
6343,Lentils-and-Pasta-Soup-Mix-for-Ground-Beef,125.5,15.7,3.7,7.6,1,331
6344,Sensibly-Delicious-Chocolate-Dream-Mousse,184.3,24.5,7.5,4.2,1,3565
6345,Sangria,140.9,23.5,0.2,0.5,1,566
6346,Crab-Florentine-Quiche,158.7,7.5,5.7,18.9,1,191
6347,Cuban-Black-Bean-Soup---Uncle-Bill-s-Version,166.7,27.4,2.9,8.8,1,960
6348,Half-Time-Sunshine-Bars,123.6,21.5,3.5,2.1,1,3566
6349,Whipped-Cream-Biscuits,154.0,13.2,10.4,2.0,1,967
6350,Bean-and-Barley-Soup-Mix,194.1,37.9,0.9,9.8,1,19
6351,Savoury-Rice-Balls,104.3,17.0,2.2,3.6,1,998
6352,Caramel-Breakfast-Cake,145.5,19.4,7.2,1.9,1,120
6353,Bellinis,198.0,21.0,0.3,1.2,1,3567
6354,Passionate-White-Sangria,139.8,23.4,0.1,0.5,1,3568
6355,Turkey--amp--Stuffing-Pot-Pie,254.6,33.9,10.5,6.0,1,126
6356,Izzy-s-Watercress-Salad,157.7,9.1,13.6,0.9,1,1990
6357,Five-Cup-Fruit-Salad,169.5,8.2,15.3,2.0,1,499
6358,Caesar-Ravioli,212.6,20.6,12.6,6.4,1,541
6359,Vegetable-Kebabs-with-Coriander-Coconut-Cream-Sauce,138.4,8.1,11.7,2.1,1,31
6360,Chocolate-Chip-Muffins,218.2,32.6,9.2,3.5,1,6
6361,Colorado-Bulldog,304.8,14.9,4.5,4.0,1,3569
6362,Grilled-Potato-Salad,189.1,24.7,9.3,3.1,1,83
6363,Pickled-Green-Tomatoes,103.8,20.1,0.7,0.9,1,279
6364,Pumpkin-Pie-Dip,180.2,30.3,6.5,1.5,1,56
6365,Autumn-Chicken-Salad,114.3,13.5,7.1,1.3,1,528
6366,Last-Minute-Apple-Tart,195.3,26.3,9.5,2.1,1,3571
6367,Spiced-Sour-Surprise--onion-N-Yogurt-,173.5,27.3,3.8,8.8,1,183
6368,Honey-Ginger-Glazed-Carrots,127.4,19.2,5.9,0.9,1,97
6369,Mandarin-Salad,196.4,9.1,18.2,0.7,1,338
6370,-How-I-got-my-family-to-eat-spinach--Spinach-Casserole,166.1,9.5,10.5,9.8,1,3572
6371,Cream-Cheese-Icing--Mrs--Echard-Icing-,204.5,28.0,10.2,1.1,1,22
6372,Salsa,105.2,21.3,0.7,4.5,1,69
6373,Salad-Dressing-Muffins,103.4,18.0,2.0,3.2,1,1
6374,Mexican-Tea-Cakes,210.7,27.2,10.7,2.2,1,87
6375,Shannon-s-Black-Forest-Parfait,183.5,35.7,0.9,8.5,1,439
6376,Sesame-Yogurt-Sauce,193.2,21.9,4.9,15.8,1,227
6377,The-Best-Caramel-Brownies,227.8,35.3,9.9,2.5,1,50
6378,Pantry-Friendly-Tomato-Sauce,148.6,17.5,7.6,2.3,1,1674
6379,Arabian-Spinach,250.8,31.2,11.4,8.6,1,1913
6380,Chicken-Adobo,154.2,5.5,15.5,2.0,1,7
6381,Veggie-Burgers,176.0,23.4,5.9,8.2,1,117
6382,Sweet-Grog-Barbecue-Sauce,158.1,33.0,0.0,0.2,1,28
6383,Brown-Sugar-Frosting,132.3,20.3,6.0,0.2,1,175
6384,Braised-Leeks-And-Mushrooms,105.4,20.9,2.0,3.3,1,417
6385,Peanut-Butter-Swirl-Brownies,212.3,26.5,11.4,3.7,1,36
6386,Nina-s-Beautiful-Marinated-Salad,137.8,3.6,13.9,1.1,1,3574
6387,Banana-Pudding,215.2,13.4,3.4,3.0,1,38
6388,Rose-s-Hermits,101.0,14.9,4.4,1.3,1,1101
6389,Uncle-Bill-s-Soy-Ginger-Marinade,103.4,17.7,0.9,4.5,1,546
6390,Diane-s-Cranberry-Bluesberry-Twister,162.3,23.4,0.1,0.0,1,1388
6391,Sweet-Dosa,134.3,25.6,2.5,2.3,1,28
6392,Curried-Cauliflower-Bake,180.1,8.9,13.3,7.8,1,155
6393,Vegetarian-Minestrone,138.1,26.6,1.3,7.1,1,158
6394,Broken-Glass-Cake,253.2,42.2,8.8,3.1,1,1992
6395,Green-Bean-Casserole,184.1,13.3,12.8,5.9,1,44
6396,Calabacitas-con-Leche--Squash-with-milk-,225.7,23.3,13.3,7.8,1,989
6397,Fruit-Spritzer,227.5,35.3,0.3,1.2,1,32
6398,Strawberry-Nachos,230.2,43.0,5.1,4.7,1,68
6399,Picnic-Pasta-and-Ham-Salad,154.8,21.6,2.3,11.5,1,673
6400,Creamed-Spinach-Steak-House-Style,162.2,9.7,12.2,6.6,1,341
6401,Classic-Coleslaw,119.6,20.0,4.5,2.4,1,394
6402,Scottish-Harvest-Festival-Soup,128.0,21.7,4.2,3.1,1,418
6403,Italian-Potato-Salad,236.1,19.9,14.0,8.2,1,92
6404,Pineapple-Paradise-Cookies,123.2,17.7,5.4,1.3,1,73
6405,Ham-And-Macaroni-Salad,140.0,17.0,3.6,9.4,1,102
6406,Frosted-Cinnamon-Muffins,200.0,25.5,10.0,2.5,1,616
6407,Spicy-Mexican-Corn-Dip,112.6,10.6,6.7,4.4,1,52
6408,Bananas-and-Chocolate,191.1,40.4,4.4,2.0,1,402
6409,Shannon-s-Strawberry-Pineapple-Parfait,123.3,30.9,0.5,1.8,1,439
6410,3-Ingredient-Fruit-Dip,148.5,17.8,8.0,1.7,1,390
6411,Beer-Biscuits,144.6,22.4,4.4,2.4,1,222
6412,Chunky-Style-Roasted-Tomato-Ketchup,160.1,36.8,1.0,4.7,1,351
6413,S-mores-Brownie-Bars,184.7,30.7,6.5,2.4,1,4
6414,Senate-Bean-Soup,111.2,21.8,0.6,5.5,1,1995
6415,Parmesan-Corn-On-The-Cob,213.2,29.8,10.4,5.6,1,132
6416,Barbecued-Stilton-Pears,102.8,1.0,9.8,3.1,1,284
6417,Simple-Burgers,125.8,4.0,6.5,12.1,1,270
6418,Sweet-Waldorf-Salad,189.7,30.9,8.3,1.7,1,28
6419,Passion-Peas,171.6,18.2,9.3,4.5,1,1303
6420,Zesty-New-Potato-Salad,147.3,25.3,4.2,2.6,1,529
6421,Pretend-Soup,113.5,24.6,1.3,2.2,1,3578
6422,Jim-s-Tossed-Salad,101.0,11.5,4.9,2.5,1,3579
6423,Grilled-Lamb-Shoulder-Provencale,123.0,2.1,12.0,0.2,1,83
